Area code,Area,Year,Series,Value,Source
152,Chile,1975,Emissions per capita (metric tons of carbon dioxide),1.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
152,Chile,1985,Emissions per capita (metric tons of carbon dioxide),1.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
152,Chile,2005,Emissions per capita (metric tons of carbon dioxide),3.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
152,Chile,2010,Emissions per capita (metric tons of carbon dioxide),4.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
152,Chile,2015,Emissions per capita (metric tons of carbon dioxide),4.5,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
152,Chile,2018,Emissions per capita (metric tons of carbon dioxide),4.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
152,Chile,2019,Emissions per capita (metric tons of carbon dioxide),4.8,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
152,Chile,2020,Emissions per capita (metric tons of carbon dioxide),4.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
156,China,1975,Emissions (thousand metric tons of carbon dioxide),1114484.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
156,China,1985,Emissions (thousand metric tons of carbon dioxide),1732386.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
156,China,2005,Emissions (thousand metric tons of carbon dioxide),5524063.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
156,China,2010,Emissions (thousand metric tons of carbon dioxide),7943764.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
156,China,2015,Emissions (thousand metric tons of carbon dioxide),9248027.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
156,China,2018,Emissions (thousand metric tons of carbon dioxide),9888384.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
156,China,2019,Emissions (thousand metric tons of carbon dioxide),10041917.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
156,China,2020,Emissions (thousand metric tons of carbon dioxide),10190639.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
156,China,1975,Emissions per capita (metric tons of carbon dioxide),1.1,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
156,China,1985,Emissions per capita (metric tons of carbon dioxide),1.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
156,China,2005,Emissions per capita (metric tons of carbon dioxide),4.2,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
156,China,2010,Emissions per capita (metric tons of carbon dioxide),5.9,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
156,China,2015,Emissions per capita (metric tons of carbon dioxide),6.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
156,China,2018,Emissions per capita (metric tons of carbon dioxide),7.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
156,China,2019,Emissions per capita (metric tons of carbon dioxide),7.1,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
156,China,2020,Emissions per capita (metric tons of carbon dioxide),7.2,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
344,"China, Hong Kong SAR",1975,Emissions (thousand metric tons of carbon dioxide),10958.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
344,"China, Hong Kong SAR",1985,Emissions (thousand metric tons of carbon dioxide),24831.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
344,"China, Hong Kong SAR",2005,Emissions (thousand metric tons of carbon dioxide),42376.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
344,"China, Hong Kong SAR",2010,Emissions (thousand metric tons of carbon dioxide),41736.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
344,"China, Hong Kong SAR",2015,Emissions (thousand metric tons of carbon dioxide),43475.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
344,"China, Hong Kong SAR",2018,Emissions (thousand metric tons of carbon dioxide),43477.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
344,"China, Hong Kong SAR",2019,Emissions (thousand metric tons of carbon dioxide),42953.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
344,"China, Hong Kong SAR",2020,Emissions (thousand metric tons of carbon dioxide),34625.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
344,"China, Hong Kong SAR",1975,Emissions per capita (metric tons of carbon dioxide),2.4,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
344,"China, Hong Kong SAR",1985,Emissions per capita (metric tons of carbon dioxide),4.5,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
344,"China, Hong Kong SAR",2005,Emissions per capita (metric tons of carbon dioxide),6.2,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
344,"China, Hong Kong SAR",2010,Emissions per capita (metric tons of carbon dioxide),5.9,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
344,"China, Hong Kong SAR",2015,Emissions per capita (metric tons of carbon dioxide),5.9,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
344,"China, Hong Kong SAR",2018,Emissions per capita (metric tons of carbon dioxide),5.8,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
344,"China, Hong Kong SAR",2019,Emissions per capita (metric tons of carbon dioxide),5.7,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
344,"China, Hong Kong SAR",2020,Emissions per capita (metric tons of carbon dioxide),4.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
170,Colombia,1975,Emissions (thousand metric tons of carbon dioxide),30061.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
170,Colombia,1985,Emissions (thousand metric tons of carbon dioxide),41566.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
170,Colombia,2005,Emissions (thousand metric tons of carbon dioxide),54862.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
170,Colombia,2010,Emissions (thousand metric tons of carbon dioxide),60869.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
170,Colombia,2015,Emissions (thousand metric tons of carbon dioxide),76529.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
170,Colombia,2018,Emissions (thousand metric tons of carbon dioxide),75433.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
170,Colombia,2019,Emissions (thousand metric tons of carbon dioxide),75099.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
170,Colombia,2020,Emissions (thousand metric tons of carbon dioxide),75387.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
170,Colombia,1975,Emissions per capita (metric tons of carbon dioxide),1.2,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
170,Colombia,1985,Emissions per capita (metric tons of carbon dioxide),1.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
170,Colombia,2005,Emissions per capita (metric tons of carbon dioxide),1.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
170,Colombia,2010,Emissions per capita (metric tons of carbon dioxide),1.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
170,Colombia,2015,Emissions per capita (metric tons of carbon dioxide),1.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
170,Colombia,2018,Emissions per capita (metric tons of carbon dioxide),1.5,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
170,Colombia,2019,Emissions per capita (metric tons of carbon dioxide),1.5,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
170,Colombia,2020,Emissions per capita (metric tons of carbon dioxide),1.5,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
178,Congo,1975,Emissions (thousand metric tons of carbon dioxide),706.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
178,Congo,1985,Emissions (thousand metric tons of carbon dioxide),884.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
178,Congo,2005,Emissions (thousand metric tons of carbon dioxide),1001.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
178,Congo,2010,Emissions (thousand metric tons of carbon dioxide),2080.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
178,Congo,2015,Emissions (thousand metric tons of carbon dioxide),3643.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
178,Congo,2018,Emissions (thousand metric tons of carbon dioxide),3439.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
178,Congo,2019,Emissions (thousand metric tons of carbon dioxide),4054.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
178,Congo,2020,Emissions (thousand metric tons of carbon dioxide),4029.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
178,Congo,1975,Emissions per capita (metric tons of carbon dioxide),0.4,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
178,Congo,1985,Emissions per capita (metric tons of carbon dioxide),0.4,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
178,Congo,2005,Emissions per capita (metric tons of carbon dioxide),0.2,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
178,Congo,2010,Emissions per capita (metric tons of carbon dioxide),0.4,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
178,Congo,2015,Emissions per capita (metric tons of carbon dioxide),0.7,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
178,Congo,2018,Emissions per capita (metric tons of carbon dioxide),0.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
178,Congo,2019,Emissions per capita (metric tons of carbon dioxide),0.7,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
178,Congo,2020,Emissions per capita (metric tons of carbon dioxide),0.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
188,Costa Rica,1975,Emissions (thousand metric tons of carbon dioxide),1821.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
188,Costa Rica,1985,Emissions (thousand metric tons of carbon dioxide),2053.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
188,Costa Rica,2005,Emissions (thousand metric tons of carbon dioxide),5691.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
188,Costa Rica,2010,Emissions (thousand metric tons of carbon dioxide),6852.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
188,Costa Rica,2015,Emissions (thousand metric tons of carbon dioxide),7153.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
188,Costa Rica,2018,Emissions (thousand metric tons of carbon dioxide),7861.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
188,Costa Rica,2019,Emissions (thousand metric tons of carbon dioxide),7699.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
188,Costa Rica,2020,Emissions (thousand metric tons of carbon dioxide),6781.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
188,Costa Rica,1975,Emissions per capita (metric tons of carbon dioxide),0.9,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
188,Costa Rica,1985,Emissions per capita (metric tons of carbon dioxide),0.7,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
188,Costa Rica,2005,Emissions per capita (metric tons of carbon dioxide),1.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
188,Costa Rica,2010,Emissions per capita (metric tons of carbon dioxide),1.5,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
188,Costa Rica,2015,Emissions per capita (metric tons of carbon dioxide),1.4,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
188,Costa Rica,2018,Emissions per capita (metric tons of carbon dioxide),1.5,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
188,Costa Rica,2019,Emissions per capita (metric tons of carbon dioxide),1.5,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
188,Costa Rica,2020,Emissions per capita (metric tons of carbon dioxide),1.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
384,Côte dIvoire,1975,Emissions (thousand metric tons of carbon dioxide),3469.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
384,Côte dIvoire,1985,Emissions (thousand metric tons of carbon dioxide),3647.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
384,Côte dIvoire,2005,Emissions (thousand metric tons of carbon dioxide),7156.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
384,Côte dIvoire,2010,Emissions (thousand metric tons of carbon dioxide),7658.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
384,Côte dIvoire,2015,Emissions (thousand metric tons of carbon dioxide),11149.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
384,Côte dIvoire,2018,Emissions (thousand metric tons of carbon dioxide),11649.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
384,Côte dIvoire,2019,Emissions (thousand metric tons of carbon dioxide),12332.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
384,Côte dIvoire,2020,Emissions (thousand metric tons of carbon dioxide),12463.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
384,Côte dIvoire,1975,Emissions per capita (metric tons of carbon dioxide),0.5,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
384,Côte dIvoire,1985,Emissions per capita (metric tons of carbon dioxide),0.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
384,Côte dIvoire,2005,Emissions per capita (metric tons of carbon dioxide),0.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
384,Côte dIvoire,2010,Emissions per capita (metric tons of carbon dioxide),0.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
384,Côte dIvoire,2015,Emissions per capita (metric tons of carbon dioxide),0.4,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
384,Côte dIvoire,2018,Emissions per capita (metric tons of carbon dioxide),0.4,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
384,Côte dIvoire,2019,Emissions per capita (metric tons of carbon dioxide),0.4,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
384,Côte dIvoire,2020,Emissions per capita (metric tons of carbon dioxide),0.4,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
191,Croatia,2005,Emissions (thousand metric tons of carbon dioxide),20531.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
191,Croatia,2010,Emissions (thousand metric tons of carbon dioxide),18870.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
191,Croatia,2015,Emissions (thousand metric tons of carbon dioxide),16037.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
191,Croatia,2018,Emissions (thousand metric tons of carbon dioxide),15794.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
191,Croatia,2019,Emissions (thousand metric tons of carbon dioxide),15914.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
191,Croatia,2020,Emissions (thousand metric tons of carbon dioxide),14978.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
191,Croatia,2005,Emissions per capita (metric tons of carbon dioxide),4.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
191,Croatia,2010,Emissions per capita (metric tons of carbon dioxide),4.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
191,Croatia,2015,Emissions per capita (metric tons of carbon dioxide),3.7,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
191,Croatia,2018,Emissions per capita (metric tons of carbon dioxide),3.7,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
191,Croatia,2019,Emissions per capita (metric tons of carbon dioxide),3.8,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
191,Croatia,2020,Emissions per capita (metric tons of carbon dioxide),3.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
192,Cuba,1975,Emissions (thousand metric tons of carbon dioxide),24651.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
192,Cuba,1985,Emissions (thousand metric tons of carbon dioxide),32735.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
192,Cuba,2005,Emissions (thousand metric tons of carbon dioxide),25341.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
192,Cuba,2010,Emissions (thousand metric tons of carbon dioxide),27298.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
192,Cuba,2015,Emissions (thousand metric tons of carbon dioxide),28638.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
192,Cuba,2018,Emissions (thousand metric tons of carbon dioxide),26208.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
192,Cuba,2019,Emissions (thousand metric tons of carbon dioxide),24005.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
192,Cuba,2020,Emissions (thousand metric tons of carbon dioxide),24100.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
192,Cuba,1975,Emissions per capita (metric tons of carbon dioxide),2.6,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
192,Cuba,1985,Emissions per capita (metric tons of carbon dioxide),3.2,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
192,Cuba,2005,Emissions per capita (metric tons of carbon dioxide),2.2,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
192,Cuba,2010,Emissions per capita (metric tons of carbon dioxide),2.4,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
192,Cuba,2015,Emissions per capita (metric tons of carbon dioxide),2.5,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
192,Cuba,2018,Emissions per capita (metric tons of carbon dioxide),2.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
192,Cuba,2019,Emissions per capita (metric tons of carbon dioxide),2.1,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
192,Cuba,2020,Emissions per capita (metric tons of carbon dioxide),2.1,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
531,Curaçao,1975,Emissions (thousand metric tons of carbon dioxide),10250.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
531,Curaçao,1985,Emissions (thousand metric tons of carbon dioxide),4533.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
531,Curaçao,2005,Emissions (thousand metric tons of carbon dioxide),5904.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
531,Curaçao,2010,Emissions (thousand metric tons of carbon dioxide),4273.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
531,Curaçao,2015,Emissions (thousand metric tons of carbon dioxide),5728.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
531,Curaçao,2018,Emissions (thousand metric tons of carbon dioxide),3216.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
531,Curaçao,2019,Emissions (thousand metric tons of carbon dioxide),2489.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
531,Curaçao,2020,Emissions (thousand metric tons of carbon dioxide),2038.0,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
531,Curaçao,1975,Emissions per capita (metric tons of carbon dioxide),60.3,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
